pokedex_id,sprite,pokemon_name,pokemon_weight,pokemon_height,speed,special_defense,special_attack,defense,attack,hp,pokemon_type1,pokemon_type2,base_hapiness,color_group,egg_group,generation,shape
234,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png"" width=""60"" >",stantler,712.0,14.0,85.0,65.0,85.0,62.0,95.0,73.0,normal,,70.0,brown,ground,generation-ii,quadruped
235,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png"" width=""60"" >",smeargle,580.0,12.0,75.0,45.0,20.0,35.0,20.0,55.0,normal,,70.0,white,ground,generation-ii,upright
236,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png"" width=""60"" >",tyrogue,210.0,7.0,35.0,35.0,35.0,35.0,35.0,35.0,fighting,,70.0,purple,no-eggs,generation-ii,humanoid
237,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png"" width=""60"" >",hitmontop,480.0,14.0,70.0,110.0,35.0,95.0,95.0,50.0,fighting,,70.0,brown,humanshape,generation-ii,upright
238,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png"" width=""60"" >",smoochum,60.0,4.0,65.0,65.0,85.0,15.0,30.0,45.0,psychic,ice,70.0,pink,no-eggs,generation-ii,humanoid
239,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png"" width=""60"" >",elekid,235.0,6.0,95.0,55.0,65.0,37.0,63.0,45.0,electric,,70.0,yellow,no-eggs,generation-ii,humanoid
240,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png"" width=""60"" >",magby,214.0,7.0,83.0,55.0,70.0,37.0,75.0,45.0,fire,,70.0,red,no-eggs,generation-ii,upright
241,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png"" width=""60"" >",miltank,755.0,12.0,100.0,70.0,40.0,105.0,80.0,95.0,normal,,70.0,pink,ground,generation-ii,upright
242,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png"" width=""60"" >",blissey,468.0,15.0,55.0,135.0,75.0,10.0,10.0,255.0,normal,,140.0,pink,fairy,generation-ii,humanoid
243,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png"" width=""60"" >",raikou,1780.0,19.0,115.0,100.0,115.0,75.0,85.0,90.0,electric,,35.0,yellow,no-eggs,generation-ii,quadruped
244,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png"" width=""60"" >",entei,1980.0,21.0,100.0,75.0,90.0,85.0,115.0,115.0,fire,,35.0,brown,no-eggs,generation-ii,quadruped
245,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png"" width=""60"" >",suicune,1870.0,20.0,85.0,115.0,90.0,115.0,75.0,100.0,water,,35.0,blue,no-eggs,generation-ii,quadruped
246,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png"" width=""60"" >",larvitar,720.0,6.0,41.0,50.0,45.0,50.0,64.0,50.0,ground,rock,35.0,green,monster,generation-ii,upright
247,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png"" width=""60"" >",pupitar,1520.0,12.0,51.0,70.0,65.0,70.0,84.0,70.0,ground,rock,35.0,gray,monster,generation-ii,squiggle
248,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png"" width=""60"" >",tyranitar,2020.0,20.0,61.0,100.0,95.0,110.0,134.0,100.0,dark,rock,35.0,green,monster,generation-ii,upright
249,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png"" width=""60"" >",lugia,2160.0,52.0,110.0,154.0,90.0,130.0,90.0,106.0,flying,psychic,0.0,white,no-eggs,generation-ii,wings
250,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png"" width=""60"" >",ho-oh,1990.0,38.0,90.0,154.0,110.0,90.0,130.0,106.0,flying,fire,0.0,red,no-eggs,generation-ii,wings
251,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png"" width=""60"" >",celebi,50.0,6.0,100.0,100.0,100.0,100.0,100.0,100.0,grass,psychic,100.0,green,no-eggs,generation-ii,humanoid
252,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png"" width=""60"" >",treecko,50.0,5.0,70.0,55.0,65.0,35.0,45.0,40.0,grass,,70.0,green,dragon,generation-iii,upright
253,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png"" width=""60"" >",grovyle,216.0,9.0,95.0,65.0,85.0,45.0,65.0,50.0,grass,,70.0,green,dragon,generation-iii,upright
254,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png"" width=""60"" >",sceptile,522.0,17.0,120.0,85.0,105.0,65.0,85.0,70.0,grass,,70.0,green,dragon,generation-iii,upright
255,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png"" width=""60"" >",torchic,25.0,4.0,45.0,50.0,70.0,40.0,60.0,45.0,fire,,70.0,red,ground,generation-iii,legs
256,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png"" width=""60"" >",combusken,195.0,9.0,55.0,60.0,85.0,60.0,85.0,60.0,fighting,fire,70.0,red,ground,generation-iii,upright
257,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png"" width=""60"" >",blaziken,520.0,19.0,80.0,70.0,110.0,70.0,120.0,80.0,fighting,fire,70.0,red,ground,generation-iii,upright
258,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png"" width=""60"" >",mudkip,76.0,4.0,40.0,50.0,50.0,50.0,70.0,50.0,water,,70.0,blue,water1,generation-iii,quadruped
259,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png"" width=""60"" >",marshtomp,280.0,7.0,50.0,70.0,60.0,70.0,85.0,70.0,ground,water,70.0,blue,water1,generation-iii,upright
260,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png"" width=""60"" >",swampert,819.0,15.0,60.0,90.0,85.0,90.0,110.0,100.0,ground,water,70.0,blue,water1,generation-iii,upright
261,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png"" width=""60"" >",poochyena,136.0,5.0,35.0,30.0,30.0,35.0,55.0,35.0,dark,,70.0,gray,ground,generation-iii,quadruped
262,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png"" width=""60"" >",mightyena,370.0,10.0,70.0,60.0,60.0,70.0,90.0,70.0,dark,,70.0,gray,ground,generation-iii,quadruped
263,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png"" width=""60"" >",zigzagoon,175.0,4.0,60.0,41.0,30.0,41.0,30.0,38.0,normal,,70.0,brown,ground,generation-iii,quadruped
264,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png"" width=""60"" >",linoone,325.0,5.0,100.0,61.0,50.0,61.0,70.0,78.0,normal,,70.0,white,ground,generation-iii,quadruped
265,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png"" width=""60"" >",wurmple,36.0,3.0,20.0,30.0,20.0,35.0,45.0,45.0,bug,,70.0,red,bug,generation-iii,armor
266,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png"" width=""60"" >",silcoon,100.0,6.0,15.0,25.0,25.0,55.0,35.0,50.0,bug,,70.0,white,bug,generation-iii,ball
267,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png"" width=""60"" >",beautifly,284.0,10.0,65.0,50.0,100.0,50.0,70.0,60.0,flying,bug,70.0,yellow,bug,generation-iii,bug-wings
268,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png"" width=""60"" >",cascoon,115.0,7.0,15.0,25.0,25.0,55.0,35.0,50.0,bug,,70.0,purple,bug,generation-iii,ball
269,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png"" width=""60"" >",dustox,316.0,12.0,65.0,90.0,50.0,70.0,50.0,60.0,poison,bug,70.0,green,bug,generation-iii,bug-wings
270,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png"" width=""60"" >",lotad,26.0,5.0,30.0,50.0,40.0,30.0,30.0,40.0,grass,water,70.0,green,plant,generation-iii,armor
271,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png"" width=""60"" >",lombre,325.0,12.0,50.0,70.0,60.0,50.0,50.0,60.0,grass,water,70.0,green,plant,generation-iii,humanoid
272,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png"" width=""60"" >",ludicolo,550.0,15.0,70.0,100.0,90.0,70.0,70.0,80.0,grass,water,70.0,green,plant,generation-iii,humanoid
273,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png"" width=""60"" >",seedot,40.0,5.0,30.0,30.0,30.0,50.0,40.0,40.0,grass,,70.0,brown,plant,generation-iii,legs
274,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png"" width=""60"" >",nuzleaf,280.0,10.0,60.0,40.0,60.0,40.0,70.0,70.0,dark,grass,70.0,brown,plant,generation-iii,humanoid
275,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png"" width=""60"" >",shiftry,596.0,13.0,80.0,60.0,90.0,60.0,100.0,90.0,dark,grass,70.0,brown,plant,generation-iii,humanoid
276,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png"" width=""60"" >",taillow,23.0,3.0,85.0,30.0,30.0,30.0,55.0,40.0,flying,normal,70.0,blue,flying,generation-iii,wings
277,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png"" width=""60"" >",swellow,198.0,7.0,125.0,50.0,75.0,60.0,85.0,60.0,flying,normal,70.0,blue,flying,generation-iii,wings
278,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png"" width=""60"" >",wingull,95.0,6.0,85.0,30.0,55.0,30.0,30.0,40.0,flying,water,70.0,white,flying,generation-iii,wings
279,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png"" width=""60"" >",pelipper,280.0,12.0,65.0,70.0,95.0,100.0,50.0,60.0,flying,water,70.0,yellow,flying,generation-iii,wings
280,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png"" width=""60"" >",ralts,66.0,4.0,40.0,35.0,45.0,25.0,25.0,28.0,fairy,psychic,35.0,white,indeterminate,generation-iii,humanoid
281,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png"" width=""60"" >",kirlia,202.0,8.0,50.0,55.0,65.0,35.0,35.0,38.0,fairy,psychic,35.0,white,indeterminate,generation-iii,humanoid
282,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png"" width=""60"" >",gardevoir,484.0,16.0,80.0,115.0,125.0,65.0,65.0,68.0,fairy,psychic,35.0,white,indeterminate,generation-iii,humanoid
283,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png"" width=""60"" >",surskit,17.0,5.0,65.0,52.0,50.0,32.0,30.0,40.0,water,bug,70.0,blue,bug,generation-iii,armor
284,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png"" width=""60"" >",masquerain,36.0,8.0,80.0,82.0,100.0,62.0,60.0,70.0,flying,bug,70.0,blue,bug,generation-iii,bug-wings
285,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png"" width=""60"" >",shroomish,45.0,4.0,35.0,60.0,40.0,60.0,40.0,60.0,grass,,70.0,brown,plant,generation-iii,legs
286,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png"" width=""60"" >",breloom,392.0,12.0,70.0,60.0,60.0,80.0,130.0,60.0,fighting,grass,70.0,green,plant,generation-iii,upright
287,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png"" width=""60"" >",slakoth,240.0,8.0,30.0,35.0,35.0,60.0,60.0,60.0,normal,,70.0,brown,ground,generation-iii,quadruped
288,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png"" width=""60"" >",vigoroth,465.0,14.0,90.0,55.0,55.0,80.0,80.0,80.0,normal,,70.0,white,ground,generation-iii,upright
289,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png"" width=""60"" >",slaking,1305.0,20.0,100.0,65.0,95.0,100.0,160.0,150.0,normal,,70.0,brown,ground,generation-iii,humanoid
290,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png"" width=""60"" >",nincada,55.0,5.0,40.0,30.0,30.0,90.0,45.0,31.0,ground,bug,70.0,gray,bug,generation-iii,armor
291,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png"" width=""60"" >",ninjask,120.0,8.0,160.0,50.0,50.0,45.0,90.0,61.0,flying,bug,70.0,yellow,bug,generation-iii,bug-wings
292,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png"" width=""60"" >",shedinja,12.0,8.0,40.0,30.0,30.0,45.0,90.0,1.0,ghost,bug,70.0,brown,mineral,generation-iii,blob
293,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png"" width=""60"" >",whismur,163.0,6.0,28.0,23.0,51.0,23.0,51.0,64.0,normal,,70.0,pink,ground,generation-iii,upright
294,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png"" width=""60"" >",loudred,405.0,10.0,48.0,43.0,71.0,43.0,71.0,84.0,normal,,70.0,blue,ground,generation-iii,upright
295,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png"" width=""60"" >",exploud,840.0,15.0,68.0,73.0,91.0,63.0,91.0,104.0,normal,,70.0,blue,ground,generation-iii,upright
296,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png"" width=""60"" >",makuhita,864.0,10.0,25.0,30.0,20.0,30.0,60.0,72.0,fighting,,70.0,yellow,humanshape,generation-iii,humanoid
297,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png"" width=""60"" >",hariyama,2538.0,23.0,50.0,60.0,40.0,60.0,120.0,144.0,fighting,,70.0,brown,humanshape,generation-iii,humanoid
298,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png"" width=""60"" >",azurill,20.0,2.0,20.0,40.0,20.0,40.0,20.0,50.0,fairy,normal,70.0,blue,no-eggs,generation-iii,legs
299,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png"" width=""60"" >",nosepass,970.0,10.0,30.0,90.0,45.0,135.0,45.0,30.0,rock,,70.0,gray,mineral,generation-iii,humanoid
300,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png"" width=""60"" >",skitty,110.0,6.0,50.0,35.0,35.0,45.0,45.0,50.0,normal,,70.0,pink,fairy,generation-iii,quadruped
301,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png"" width=""60"" >",delcatty,326.0,11.0,90.0,55.0,55.0,65.0,65.0,70.0,normal,,70.0,purple,fairy,generation-iii,quadruped
302,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png"" width=""60"" >",sableye,110.0,5.0,50.0,65.0,65.0,75.0,75.0,50.0,ghost,dark,35.0,purple,humanshape,generation-iii,humanoid
303,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png"" width=""60"" >",mawile,115.0,6.0,50.0,55.0,55.0,85.0,85.0,50.0,fairy,steel,70.0,black,fairy,generation-iii,humanoid
304,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png"" width=""60"" >",aron,600.0,4.0,30.0,40.0,40.0,100.0,70.0,50.0,rock,steel,35.0,gray,monster,generation-iii,quadruped
305,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png"" width=""60"" >",lairon,1200.0,9.0,40.0,50.0,50.0,140.0,90.0,60.0,rock,steel,35.0,gray,monster,generation-iii,quadruped
306,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png"" width=""60"" >",aggron,3600.0,21.0,50.0,60.0,60.0,180.0,110.0,70.0,rock,steel,35.0,gray,monster,generation-iii,upright
307,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png"" width=""60"" >",meditite,112.0,6.0,60.0,55.0,40.0,55.0,40.0,30.0,psychic,fighting,70.0,blue,humanshape,generation-iii,humanoid
308,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png"" width=""60"" >",medicham,315.0,13.0,80.0,75.0,60.0,75.0,60.0,60.0,psychic,fighting,70.0,red,humanshape,generation-iii,humanoid
309,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png"" width=""60"" >",electrike,152.0,6.0,65.0,40.0,65.0,40.0,45.0,40.0,electric,,70.0,green,ground,generation-iii,quadruped
310,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png"" width=""60"" >",manectric,402.0,15.0,105.0,60.0,105.0,60.0,75.0,70.0,electric,,70.0,yellow,ground,generation-iii,quadruped
311,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png"" width=""60"" >",plusle,42.0,4.0,95.0,75.0,85.0,40.0,50.0,60.0,electric,,70.0,yellow,fairy,generation-iii,upright
312,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png"" width=""60"" >",minun,42.0,4.0,95.0,85.0,75.0,50.0,40.0,60.0,electric,,70.0,yellow,fairy,generation-iii,upright
313,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png"" width=""60"" >",volbeat,177.0,7.0,85.0,85.0,47.0,75.0,73.0,65.0,bug,,70.0,gray,humanshape,generation-iii,upright
314,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png"" width=""60"" >",illumise,177.0,6.0,85.0,85.0,73.0,75.0,47.0,65.0,bug,,70.0,purple,humanshape,generation-iii,humanoid
315,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png"" width=""60"" >",roselia,20.0,3.0,65.0,80.0,100.0,45.0,60.0,50.0,poison,grass,70.0,green,plant,generation-iii,humanoid
316,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png"" width=""60"" >",gulpin,103.0,4.0,40.0,53.0,43.0,53.0,43.0,70.0,poison,,70.0,green,indeterminate,generation-iii,arms
317,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png"" width=""60"" >",swalot,800.0,17.0,55.0,83.0,73.0,83.0,73.0,100.0,poison,,70.0,purple,indeterminate,generation-iii,arms
318,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png"" width=""60"" >",carvanha,208.0,8.0,65.0,20.0,65.0,20.0,90.0,45.0,dark,water,35.0,red,water2,generation-iii,fish
319,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png"" width=""60"" >",sharpedo,888.0,18.0,95.0,40.0,95.0,40.0,120.0,70.0,dark,water,35.0,blue,water2,generation-iii,fish
320,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png"" width=""60"" >",wailmer,1300.0,20.0,60.0,35.0,70.0,35.0,70.0,130.0,water,,70.0,blue,water2,generation-iii,fish
321,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png"" width=""60"" >",wailord,3980.0,145.0,60.0,45.0,90.0,45.0,90.0,170.0,water,,70.0,blue,water2,generation-iii,fish
322,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png"" width=""60"" >",numel,240.0,7.0,35.0,45.0,65.0,40.0,60.0,60.0,ground,fire,70.0,yellow,ground,generation-iii,quadruped
323,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png"" width=""60"" >",camerupt,2200.0,19.0,40.0,75.0,105.0,70.0,100.0,70.0,ground,fire,70.0,red,ground,generation-iii,quadruped
324,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png"" width=""60"" >",torkoal,804.0,5.0,20.0,70.0,85.0,140.0,85.0,70.0,fire,,70.0,brown,ground,generation-iii,quadruped
325,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png"" width=""60"" >",spoink,306.0,7.0,60.0,80.0,70.0,35.0,25.0,60.0,psychic,,70.0,black,ground,generation-iii,arms
326,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png"" width=""60"" >",grumpig,715.0,9.0,80.0,110.0,90.0,65.0,45.0,80.0,psychic,,70.0,purple,ground,generation-iii,upright
327,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png"" width=""60"" >",spinda,50.0,11.0,60.0,60.0,60.0,60.0,60.0,60.0,normal,,70.0,brown,humanshape,generation-iii,upright
328,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png"" width=""60"" >",trapinch,150.0,7.0,10.0,45.0,45.0,45.0,100.0,45.0,ground,,70.0,brown,bug,generation-iii,armor
329,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png"" width=""60"" >",vibrava,153.0,11.0,70.0,50.0,50.0,50.0,70.0,50.0,dragon,ground,70.0,green,bug,generation-iii,bug-wings
330,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png"" width=""60"" >",flygon,820.0,20.0,100.0,80.0,80.0,80.0,100.0,80.0,dragon,ground,70.0,green,bug,generation-iii,wings
331,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.png"" width=""60"" >",cacnea,513.0,4.0,35.0,40.0,85.0,40.0,85.0,50.0,grass,,35.0,green,humanshape,generation-iii,humanoid
332,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png"" width=""60"" >",cacturne,774.0,13.0,55.0,60.0,115.0,60.0,115.0,70.0,dark,grass,35.0,green,humanshape,generation-iii,humanoid
333,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png"" width=""60"" >",swablu,12.0,4.0,50.0,75.0,40.0,60.0,40.0,45.0,flying,normal,70.0,blue,dragon,generation-iii,wings
334,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png"" width=""60"" >",altaria,206.0,11.0,80.0,105.0,70.0,90.0,70.0,75.0,flying,dragon,70.0,blue,dragon,generation-iii,wings
335,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/335.png"" width=""60"" >",zangoose,403.0,13.0,90.0,60.0,60.0,60.0,115.0,73.0,normal,,70.0,white,ground,generation-iii,upright
336,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.png"" width=""60"" >",seviper,525.0,27.0,65.0,60.0,100.0,60.0,100.0,73.0,poison,,70.0,black,dragon,generation-iii,squiggle
337,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png"" width=""60"" >",lunatone,1680.0,10.0,70.0,85.0,95.0,65.0,55.0,90.0,psychic,rock,70.0,yellow,mineral,generation-iii,ball
338,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.png"" width=""60"" >",solrock,1540.0,12.0,70.0,65.0,55.0,85.0,95.0,90.0,psychic,rock,70.0,red,mineral,generation-iii,ball
339,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/339.png"" width=""60"" >",barboach,19.0,4.0,60.0,41.0,46.0,43.0,48.0,50.0,ground,water,70.0,gray,water2,generation-iii,fish
340,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.png"" width=""60"" >",whiscash,236.0,9.0,60.0,71.0,76.0,73.0,78.0,110.0,ground,water,70.0,blue,water2,generation-iii,fish
341,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.png"" width=""60"" >",corphish,115.0,6.0,35.0,35.0,50.0,65.0,80.0,43.0,water,,70.0,red,water3,generation-iii,armor
342,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png"" width=""60"" >",crawdaunt,328.0,11.0,55.0,55.0,90.0,85.0,120.0,63.0,dark,water,70.0,red,water3,generation-iii,armor
343,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/343.png"" width=""60"" >",baltoy,215.0,5.0,55.0,70.0,40.0,55.0,40.0,40.0,psychic,ground,70.0,brown,mineral,generation-iii,arms
344,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png"" width=""60"" >",claydol,1080.0,15.0,75.0,120.0,70.0,105.0,70.0,60.0,psychic,ground,70.0,black,mineral,generation-iii,arms
345,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.png"" width=""60"" >",lileep,238.0,10.0,23.0,87.0,61.0,77.0,41.0,66.0,grass,rock,70.0,purple,water3,generation-iii,blob
346,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png"" width=""60"" >",cradily,604.0,15.0,43.0,107.0,81.0,97.0,81.0,86.0,grass,rock,70.0,green,water3,generation-iii,blob
347,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.png"" width=""60"" >",anorith,125.0,7.0,75.0,50.0,40.0,50.0,95.0,45.0,bug,rock,70.0,gray,water3,generation-iii,armor
348,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.png"" width=""60"" >",armaldo,682.0,15.0,45.0,80.0,70.0,100.0,125.0,75.0,bug,rock,70.0,gray,water3,generation-iii,upright
349,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.png"" width=""60"" >",feebas,74.0,6.0,80.0,55.0,10.0,20.0,15.0,20.0,water,,70.0,brown,dragon,generation-iii,fish
